product_id,product_category
P013352,Electronics
P036263,Grocery
P021597,Fashion
P017577,Electronics
P067418,Sports
P031973,Grocery
P044703,Home
P057762,Beauty
P034189,Grocery
P058411,Beauty
P023124,Fashion
P012672,Electronics
P065299,Sports
P031196,Grocery
P053944,Beauty
P021551,Fashion
P047404,Home
P015963,Electronics
P025113,Fashion
P024845,Fashion
P022800,Fashion
P072995,Books
P051104,Beauty
P029214,Fashion
P073051,Books
P025977,Fashion
P031741,Grocery
P012816,Electronics
P046600,Home
P051036,Beauty
P045503,Home
P019246,Electronics
P066794,Sports
P058499,Beauty
P015386,Electronics
P079605,Books
P077441,Books
P075922,Books
P038387,Grocery
P047497,Home
P067652,Sports
P051613,Beauty
P077553,Books
P029500,Fashion
P055037,Beauty
P028676,Fashion
P078872,Books
P041605,Home
P067932,Sports
P045391,Home
P017928,Electronics
P037670,Grocery
P042784,Home
P051020,Beauty
P053950,Beauty
P068825,Sports
P075971,Books
P023494,Fashion
P069618,Sports
P038850,Grocery
P044955,Home
P017398,Electronics
P028826,Fashion
P042989,Home
P064079,Sports
P039767,Grocery
P016368,Electronics
P013167,Electronics
P023472,Fashion
P043844,Home
P062820,Sports
P032153,Grocery
P039425,Grocery
P049388,Home
P031839,Grocery
P047633,Home
P025299,Fashion
P045014,Home
P047864,Home
P053231,Beauty
P017514,Electronics
P044659,Home
P048149,Home
P012083,Electronics
P052109,Beauty
P049743,Home
P023864,Fashion
P036257,Grocery
P035214,Grocery
P058032,Beauty
P042902,Home
P069515,Sports
P016697,Electronics
P013734,Electronics
P012605,Electronics
P018667,Electronics
P021368,Fashion
P023870,Fashion
P024725,Fashion
P069009,Sports
P023392,Fashion
P034548,Grocery
P023431,Fashion
P033626,Grocery
P041236,Home
P013394,Electronics
P058640,Beauty
P018728,Electronics
P017992,Electronics
P018732,Electronics
P039925,Grocery
P048043,Home
P046361,Home
P072323,Books
P023111,Fashion
P011175,Electronics
P049666,Home
P045499,Home
P053319,Beauty
P027494,Fashion
P018720,Electronics
P055562,Beauty
P028607,Fashion
P041450,Home
P037764,Grocery
P046876,Home
P017810,Electronics
P066429,Sports
P051786,Beauty
P045983,Home
P056014,Beauty
P016965,Electronics
P026318,Fashion
P049819,Home
P021306,Fashion
P059314,Beauty
P076070,Books
P036381,Grocery
P061740,Sports
P052446,Beauty
P021300,Fashion
P015097,Electronics
P046843,Home
P046711,Home
P079547,Books
P028088,Fashion
P064723,Sports
P042914,Home
P013074,Electronics
P074609,Books
P053384,Beauty
P028658,Fashion
P071066,Books
P035869,Grocery
P056074,Beauty
P063791,Sports
P014805,Electronics
P051507,Beauty
P024429,Fashion
P041887,Home
P076148,Books
P062180,Sports
P041638,Home
P072603,Books
P044167,Home
P017355,Electronics
P071223,Books
P016456,Electronics
P013264,Electronics
P056137,Beauty
P015300,Electronics
P068983,Sports
P056848,Beauty
P033437,Grocery
P056065,Beauty
P067416,Sports
P052527,Beauty
P047856,Home
P013448,Electronics
P037327,Grocery
P055205,Beauty
P077682,Books
P046105,Home
P034140,Grocery
P059512,Beauty
P073328,Books
P014010,Electronics
P052706,Beauty
P032099,Grocery
P064420,Sports
P012876,Electronics
P064788,Sports
P067191,Sports
P078870,Books
P043063,Home
P018438,Electronics
P059772,Beauty
P024170,Fashion
P022296,Fashion
P015238,Electronics
P045435,Home
P017989,Electronics
P026613,Fashion
P029107,Fashion
P025466,Fashion
P042415,Home
P019941,Electronics
P053402,Beauty
P062958,Sports
P067950,Sports
P024297,Fashion
P067024,Sports
P073854,Books
P017112,Electronics
P062402,Sports
P062941,Sports
P032683,Grocery
P078721,Books
P047111,Home
P017754,Electronics
P031008,Grocery
P041460,Home
P058758,Beauty
P061536,Sports
P028755,Fashion
P044769,Home
P066066,Sports
P075225,Books
P054460,Beauty
P044074,Home
P017942,Electronics
P077214,Books
P049686,Home
P061760,Sports
P065506,Sports
P016528,Electronics
P025350,Fashion
P057125,Beauty
P072909,Books
P072160,Books
P046267,Home
P022929,Fashion
P015505,Electronics
P013421,Electronics
P019471,Electronics
P033308,Grocery
P019844,Electronics
P018465,Electronics
P023953,Fashion
P065447,Sports
P048010,Home
P069597,Sports
P018404,Electronics
P063231,Sports
P031053,Grocery
P062048,Sports
P051445,Beauty
P028840,Fashion
P012145,Electronics
P044932,Home
P026493,Fashion
P051575,Beauty
P014492,Electronics
P059061,Beauty
P036769,Grocery
P024435,Fashion
P059840,Beauty
P025895,Fashion
P068094,Sports
P069556,Sports
P029852,Fashion
P065464,Sports
P059216,Beauty
P011589,Electronics
P049853,Home
P034434,Grocery
P068151,Sports
P057376,Beauty
P013359,Electronics
P039287,Grocery
P022310,Fashion
P075357,Books
P027033,Fashion
P038420,Grocery
P019695,Electronics
P058342,Beauty
P033496,Grocery
P024652,Fashion
P025803,Fashion
P076893,Books
P028540,Fashion
P051166,Beauty
P068065,Sports
P013671,Electronics
P071475,Books
P066124,Sports
P071520,Books
P073109,Books
P062922,Sports
P039917,Grocery
P059980,Beauty
P044579,Home
P073118,Books
P066222,Sports
P015846,Electronics
P037026,Grocery
P033195,Grocery
P045689,Home
P013146,Electronics
P068424,Sports
P072217,Books
P032516,Grocery
P061983,Sports
P025293,Fashion
P011928,Electronics
P052500,Beauty
P013832,Electronics
P011361,Electronics
P031635,Grocery
P032001,Grocery
P043233,Home
P012414,Electronics
P015957,Electronics
P028749,Fashion
P028564,Fashion
P012900,Electronics
P074339,Books
P041563,Home
P062150,Sports
P052764,Beauty
P034148,Grocery
P023483,Fashion
P045921,Home
P051185,Beauty
P069293,Sports
P014918,Electronics
P065317,Sports
P058778,Beauty
P033514,Grocery
P014423,Electronics
P072258,Books
P078200,Books
P067211,Sports
P076658,Books
P037507,Grocery
P078556,Books
P061432,Sports
P074242,Books
P036531,Grocery
P059620,Beauty
P011085,Electronics
P079875,Books
P056833,Beauty
P047894,Home
P054853,Beauty
P037494,Grocery
P061533,Sports
P077899,Books
P042609,Home
P058493,Beauty
P065262,Sports
P045146,Home
P044509,Home
P066028,Sports
P013726,Electronics
P055417,Beauty
P015043,Electronics
P024792,Fashion
P015467,Electronics
P037721,Grocery
P067777,Sports
P079563,Books
P018291,Electronics
P071906,Books
P054173,Beauty
P056909,Beauty
P021315,Fashion
P058763,Beauty
P056418,Beauty
P026822,Fashion
P028129,Fashion
P052095,Beauty
P075662,Books
P057705,Beauty
P039427,Grocery
P042482,Home
P015650,Electronics
P061670,Sports
P025617,Fashion
P065017,Sports
P039877,Grocery
P016885,Electronics
P071790,Books
P038739,Grocery
P022060,Fashion
P069548,Sports
P042979,Home
P047255,Home
P031988,Grocery
P019019,Electronics
P046512,Home
P025790,Fashion
P022982,Fashion
P051504,Beauty
P051989,Beauty
P066907,Sports
P036914,Grocery
P032776,Grocery
P021157,Fashion
P065029,Sports
P058121,Beauty
P031575,Grocery
P063532,Sports
P067707,Sports
P015692,Electronics
P028715,Fashion
P022686,Fashion
P071661,Books
P013941,Electronics
P057372,Beauty
P048263,Home
P058560,Beauty
P016488,Electronics
P058841,Beauty
P071405,Books
P027687,Fashion
P075224,Books
P059513,Beauty
P043895,Home
P028725,Fashion
P056114,Beauty
P031182,Grocery
P079804,Books
P012351,Electronics
P048614,Home
P062862,Sports
P037326,Grocery
P073360,Books
P043577,Home
P054247,Beauty
P054345,Beauty
P051622,Beauty
P059484,Beauty
P052549,Beauty
P046944,Home
P058141,Beauty
P041603,Home
P015879,Electronics
P016871,Electronics
P036085,Grocery
P057560,Beauty
P074733,Books
P056699,Beauty
P057029,Beauty
P052491,Beauty
P057161,Beauty
P068556,Sports
P059273,Beauty
P071083,Books
P058058,Beauty
P043527,Home
P064239,Sports
P078935,Books
P054241,Beauty
P046992,Home
P035045,Grocery
P029089,Fashion
P071933,Books
P071491,Books
P068249,Sports
P079843,Books
P037607,Grocery
P031946,Grocery
P057388,Beauty
P035885,Grocery
P022836,Fashion
P068403,Sports
P035763,Grocery
P017592,Electronics
P042342,Home
P024895,Fashion
P037697,Grocery
P061727,Sports
P014550,Electronics
P052645,Beauty
P063741,Sports
P041510,Home
P049879,Home
P042484,Home
P017122,Electronics
P024647,Fashion
P079068,Books
P054342,Beauty
P046990,Home
P064604,Sports
P053208,Beauty
P051854,Beauty
P068719,Sports
P049862,Home
P033970,Grocery
P071975,Books
P069034,Sports
P022039,Fashion
P014768,Electronics
P056317,Beauty
P013222,Electronics
P076584,Books
P032727,Grocery
P027628,Fashion
P072066,Books
P057634,Beauty
P055147,Beauty
P062234,Sports
P054868,Beauty
P037618,Grocery
P049216,Home
P048081,Home
P051665,Beauty
P031263,Grocery
P068062,Sports
P077655,Books
P062568,Sports
P027567,Fashion
P061234,Sports
P077358,Books
P048133,Home
P037553,Grocery
P061753,Sports
P035839,Grocery
P064379,Sports
P026573,Fashion
P019560,Electronics
P066930,Sports
P034730,Grocery
P037778,Grocery
P014968,Electronics
P063406,Sports
P062785,Sports
P021507,Fashion
P044224,Home
P023476,Fashion
P059698,Beauty
P069471,Sports
P057272,Beauty
P078130,Books
P056682,Beauty
P019735,Electronics
P016092,Electronics
P068633,Sports
P075088,Books
P038728,Grocery
P077207,Books
P029201,Fashion
P072183,Books
P074106,Books
P051564,Beauty
P045314,Home
P055688,Beauty
P018558,Electronics
P028845,Fashion
P035532,Grocery
P011466,Electronics
P025824,Fashion
P037772,Grocery
P039384,Grocery
P057002,Beauty
P014597,Electronics
P024451,Fashion
P071671,Books
P046115,Home
P068591,Sports
P064623,Sports
P011061,Electronics
P053533,Beauty
P024482,Fashion
P055285,Beauty
P054236,Beauty
P028059,Fashion
P057505,Beauty
P055134,Beauty
P022500,Fashion
P052606,Beauty
P048662,Home
P024694,Fashion
P016538,Electronics
P047099,Home
P014233,Electronics
P036512,Grocery
P018997,Electronics
P066056,Sports
P071384,Books
P023134,Fashion
P052883,Beauty
P046477,Home
P035114,Grocery
P022425,Fashion
P025097,Fashion
P072467,Books
P058441,Beauty
P071599,Books
P043968,Home
P078189,Books
P076964,Books
P018649,Electronics
P068643,Sports
P061075,Sports
P039782,Grocery
P049581,Home
P048845,Home
P044187,Home
P024289,Fashion
P056745,Beauty
P067344,Sports
P032282,Grocery
P045140,Home
P066972,Sports
P059588,Beauty
P011442,Electronics
P058897,Beauty
P017601,Electronics
P075963,Books
P018777,Electronics
P051021,Beauty
P071480,Books
P024775,Fashion
P037464,Grocery
P057456,Beauty
P058957,Beauty
P033402,Grocery
P041874,Home
P039737,Grocery
P015298,Electronics
P054867,Beauty
P028326,Fashion
P026593,Fashion
P024005,Fashion
P068706,Sports
P029876,Fashion
P057539,Beauty
P045154,Home
P054393,Beauty
P049274,Home
P017626,Electronics
P049125,Home
P018231,Electronics
P069479,Sports
P065665,Sports
P074026,Books
P059291,Beauty
P012355,Electronics
P065277,Sports
P054532,Beauty
P077090,Books
P031886,Grocery
P043135,Home
P033705,Grocery
P055011,Beauty
P061985,Sports
P026853,Fashion
P044284,Home
P057299,Beauty
P035716,Grocery
P048324,Home
P026398,Fashion
P069778,Sports
P038153,Grocery
P016624,Electronics
P059617,Beauty
P019409,Electronics
P025969,Fashion
P035819,Grocery
P021498,Fashion
P064888,Sports
P066679,Sports
P066449,Sports
P013499,Electronics
P019137,Electronics
P032924,Grocery
P045068,Home
P016422,Electronics
P057816,Beauty
P043172,Home
P073523,Books
P058379,Beauty
P043537,Home
P064233,Sports
P064308,Sports
P035635,Grocery
P056508,Beauty
P054517,Beauty
P077793,Books
P025940,Fashion
P026260,Fashion
P077405,Books
P022123,Fashion
P049293,Home
P064226,Sports
P077650,Books
P064557,Sports
P044869,Home
P032028,Grocery
P079515,Books
P055472,Beauty
P022518,Fashion
P073439,Books
P054180,Beauty
P064925,Sports
P048772,Home
P029625,Fashion
P024559,Fashion
P076411,Books
P033500,Grocery
P047144,Home
P059509,Beauty
P033390,Grocery
P047286,Home
P058962,Beauty
P064338,Sports
P076353,Books
P077308,Books
P047092,Home
P076776,Books
P047952,Home
P034673,Grocery
P024160,Fashion
P079357,Books
P031355,Grocery
P039967,Grocery
P044044,Home
P024355,Fashion
P043111,Home
P029280,Fashion
P043079,Home
P045841,Home
P073174,Books
P062852,Sports
P046113,Home
P037001,Grocery
P053292,Beauty
P078535,Books
P015027,Electronics
P057962,Beauty
P047780,Home
P076338,Books
P034964,Grocery
P042847,Home
P058153,Beauty
P072163,Books
P064319,Sports
P014762,Electronics
P035618,Grocery
P078750,Books
P029650,Fashion
P079656,Books
P033337,Grocery
P035993,Grocery
P055660,Beauty
P024901,Fashion
P011867,Electronics
P035317,Grocery
P048576,Home
P016587,Electronics
P024669,Fashion
P078357,Books
P028281,Fashion
P054915,Beauty
P012375,Electronics
P048997,Home
P015222,Electronics
P056815,Beauty
P058652,Beauty
P045275,Home
P053411,Beauty
P037728,Grocery
P012062,Electronics
P041057,Home
P023227,Fashion
P059583,Beauty
P018604,Electronics
P056502,Beauty
P031461,Grocery
P072836,Books
P022968,Fashion
P078529,Books
P021798,Fashion
P069600,Sports
P072851,Books
P068391,Sports
P036457,Grocery
P068695,Sports
P024279,Fashion
P057250,Beauty
P014099,Electronics
P058837,Beauty
P018822,Electronics
P011872,Electronics
P069260,Sports
P044227,Home
P073089,Books
P061132,Sports
P077119,Books
P079109,Books
P023056,Fashion
P012253,Electronics
P058527,Beauty
P067113,Sports
P044268,Home
P051078,Beauty
P024732,Fashion
P012105,Electronics
P044161,Home
P029594,Fashion
P072861,Books
P068344,Sports
P062270,Sports
P037052,Grocery
P053643,Beauty
P063665,Sports
P037379,Grocery
P059031,Beauty
P077306,Books
P015246,Electronics
P015093,Electronics
P056856,Beauty
P052399,Beauty
P026537,Fashion
P062407,Sports
P074228,Books
P062103,Sports
P012620,Electronics
P063911,Sports
P052902,Beauty
P065429,Sports
P019408,Electronics
P042982,Home
P063658,Sports
P059529,Beauty
P048591,Home
P016356,Electronics
P053027,Beauty
P031416,Grocery
P062676,Sports
P075748,Books
P045125,Home
P053590,Beauty
P057305,Beauty
P039769,Grocery
P025954,Fashion
P023196,Fashion
P042196,Home
P013369,Electronics
P036674,Grocery
P034397,Grocery
P024832,Fashion
P073773,Books
P023726,Fashion
P021650,Fashion
P054784,Beauty
P017985,Electronics
P056119,Beauty
P051054,Beauty
P065874,Sports
P016677,Electronics
P064894,Sports
P045214,Home
P046452,Home
P016364,Electronics
P036806,Grocery
P069157,Sports
P054758,Beauty
P061498,Sports
P074887,Books
P078636,Books
P063826,Sports
P036033,Grocery
P052966,Beauty
P039159,Grocery
P024909,Fashion
P054944,Beauty
P045250,Home
P011306,Electronics
P041613,Home
P051388,Beauty
P017956,Electronics
P072052,Books
P013103,Electronics
P064357,Sports
P071340,Books
P022998,Fashion
P021775,Fashion
P024801,Fashion
P022394,Fashion
P039139,Grocery
P078175,Books
P043110,Home
P028478,Fashion
P025504,Fashion
P019352,Electronics
P025596,Fashion
P077598,Books
P066698,Sports
P052737,Beauty
P021540,Fashion
P033993,Grocery
P039463,Grocery
P028671,Fashion
P074045,Books
P074588,Books
P029456,Fashion
P019611,Electronics
P073218,Books
P023291,Fashion
P019101,Electronics
P018267,Electronics
P011376,Electronics
P037855,Grocery
P059152,Beauty
P071256,Books
P036346,Grocery
P041477,Home
P028911,Fashion
P031934,Grocery
P029195,Fashion
P028653,Fashion
P031969,Grocery
P035330,Grocery
P023720,Fashion
P075443,Books
P027247,Fashion
P066416,Sports
P043022,Home
P064340,Sports
P016067,Electronics
P045003,Home
P066096,Sports
P016397,Electronics
P063526,Sports
P045418,Home
P074137,Books
P021916,Fashion
P053808,Beauty
P039144,Grocery
P028390,Fashion
P026867,Fashion
P025480,Fashion
P051866,Beauty
P057392,Beauty
P026980,Fashion
P066761,Sports
P073289,Books
P045149,Home
P068112,Sports
P015143,Electronics
P063157,Sports
P055868,Beauty
P073532,Books
P029181,Fashion
P026018,Fashion
P069307,Sports
P045716,Home
P024745,Fashion
P034418,Grocery
P045433,Home
P077380,Books
P042301,Home
P063150,Sports
P016546,Electronics
P053209,Beauty
P054379,Beauty
P078484,Books
P027852,Fashion
P031195,Grocery
P025118,Fashion
P047269,Home
P026840,Fashion
P014187,Electronics
P051847,Beauty
P014731,Electronics
P062403,Sports
P068436,Sports
P049609,Home
P023831,Fashion
P072986,Books
P066297,Sports
P029455,Fashion
P031484,Grocery
P018109,Electronics
P023773,Fashion
P018269,Electronics
P078939,Books
P072588,Books
P075064,Books
P048032,Home
P031644,Grocery
P066307,Sports
P058978,Beauty
P075694,Books
P078358,Books
P017872,Electronics
P066896,Sports
P057476,Beauty
P032501,Grocery
P056194,Beauty
P052794,Beauty
P045238,Home
P045796,Home
P068324,Sports
P023286,Fashion
P073605,Books
P027379,Fashion
P061440,Sports
P062886,Sports
P011323,Electronics
P029046,Fashion
P011505,Electronics
P077646,Books
P029783,Fashion
P028228,Fashion
P069171,Sports
P038293,Grocery
P068998,Sports
P017251,Electronics
P046861,Home
P065177,Sports
P049834,Home
P054831,Beauty
P053836,Beauty
P073234,Books
P063608,Sports
P064467,Sports
P079379,Books
P066953,Sports
P067223,Sports
P072384,Books
P037564,Grocery
P017102,Electronics
P017456,Electronics
P023288,Fashion
P066959,Sports
P069212,Sports
P061081,Sports
P023788,Fashion
P015515,Electronics
P038074,Grocery
P061911,Sports
P074961,Books
P025306,Fashion
P049161,Home
P076629,Books
P029573,Fashion
P049219,Home
P057950,Beauty
P059890,Beauty
P015101,Electronics
P031752,Grocery
P058080,Beauty
P073754,Books
P018071,Electronics
P078112,Books
P071064,Books
P051952,Beauty
P073084,Books
P043107,Home
P035489,Grocery
P055434,Beauty
P044556,Home
P043550,Home
P022496,Fashion
P079635,Books
P025638,Fashion
P011237,Electronics
P079445,Books
P051400,Beauty
P031197,Grocery
P044957,Home
P059020,Beauty
P068670,Sports
P025047,Fashion
P013936,Electronics
P032609,Grocery
P028154,Fashion
P016415,Electronics
P062144,Sports
P072833,Books
P036941,Grocery
P062467,Sports
P067415,Sports
P015523,Electronics
P025112,Fashion
P042522,Home
P021923,Fashion
P049195,Home
P038307,Grocery
P014086,Electronics
P011982,Electronics
P037948,Grocery
P017769,Electronics
P064953,Sports
P017202,Electronics
P055670,Beauty
P076454,Books
P029432,Fashion
P037334,Grocery
P017747,Electronics
P034586,Grocery
P019451,Electronics
P033095,Grocery
P017033,Electronics
P031738,Grocery
P078731,Books
P013338,Electronics
P024116,Fashion
P026007,Fashion
P066380,Sports
P015817,Electronics
P048181,Home
P056056,Beauty
P066067,Sports
P051268,Beauty
P048810,Home
P023338,Fashion
P057764,Beauty
P065431,Sports
P068052,Sports
P077329,Books
P079993,Books
P043775,Home
